CustomerID,Age,Gender,Budget_Level,Recency,Frequency,Monetary,Avg_Items,Unique_Products,Preferred_Category,Second_Category,Preferred_Style,Influence_Source,Shopping_Intent,Preferred_Device,Purchase_Time,Wishlist_Count,Add_to_Cart_Count,Page_Views,Simulated_Cluster
56,23,female,medium,10,3,583374,4.8,3,dekor,serbaguna,kawaii,TikTok,impulsive,desktop,morning,4,12,8,Trend_Seeker
57,26,male,medium,7,5,701951,4.8,6,beauty,gadget,kawaii,Instagram,impulsive,desktop,night,3,11,128,Trend_Seeker
58,27,female,low,29,1,141680,2.1,1,fashion,dekor,minimalis,YouTube,impulsive,desktop,afternoon,2,0,78,Budget_Shopper
59,29,male,low,29,2,132986,1.1,3,serbaguna,dekor,sporty,Friends,impulsive,mobile,afternoon,1,18,39,Budget_Shopper
60,25,female,medium,10,2,701638,3.0,4,beauty,gadget,kawaii,YouTube,impulsive,desktop,afternoon,9,1,119,Trend_Seeker
61,28,male,low,4,1,288184,2.4,2,gadget,dekor,sporty,Instagram,impulsive,mobile,afternoon,10,3,25,Budget_Shopper
62,23,male,high,4,1,1668732,1.5,2,gadget,dekor,minimalis,Instagram,needs-based,mobile,afternoon,2,16,103,Gadget_Enthusiast
63,29,female,medium,2,5,235999,2.8,9,beauty,serbaguna,streetwear,Friends,planned,desktop,afternoon,4,11,117,Trend_Seeker
64,16,male,medium,9,4,745468,2.7,8,fashion,serbaguna,kawaii,Instagram,impulsive,mobile,night,0,19,116,Trend_Seeker
65,19,male,low,13,2,181800,2.8,1,serbaguna,beauty,minimalis,Instagram,impulsive,mobile,afternoon,11,8,80,Budget_Shopper
66,20,female,high,19,2,1507739,2.5,5,gadget,serbaguna,minimalis,Instagram,needs-based,mobile,morning,4,2,144,Gadget_Enthusiast
67,22,female,medium,11,5,370184,2.6,7,fashion,dekor,aesthetic,Friends,impulsive,mobile,morning,8,6,113,Trend_Seeker
68,20,male,high,7,2,1538356,4.0,3,gadget,fashion,minimalis,YouTube,needs-based,desktop,night,2,10,79,Gadget_Enthusiast
69,27,male,medium,12,4,681089,4.1,4,fashion,dekor,aesthetic,Friends,planned,mobile,afternoon,0,5,11,Trend_Seeker
70,26,female,medium,8,2,433821,2.2,4,dekor,beauty,kawaii,YouTube,impulsive,desktop,afternoon,9,1,9,Trend_Seeker
71,16,female,medium,6,2,762380,5.0,7,dekor,beauty,aesthetic,TikTok,planned,desktop,afternoon,5,19,149,Trend_Seeker
72,21,male,low,25,1,238926,2.2,4,gadget,dekor,sporty,YouTube,impulsive,mobile,afternoon,11,18,112,Budget_Shopper
73,22,female,low,27,1,284677,1.5,3,gadget,serbaguna,sporty,TikTok,impulsive,mobile,morning,13,2,145,Budget_Shopper
74,28,male,low,26,2,267841,2.5,4,fashion,dekor,sporty,Friends,impulsive,desktop,morning,14,8,5,Budget_Shopper
75,27,male,low,28,1,89298,2.9,3,gadget,serbaguna,minimalis,YouTube,impulsive,desktop,night,0,0,121,Budget_Shopper
76,28,female,high,12,2,1825541,3.9,2,serbaguna,dekor,sporty,YouTube,needs-based,desktop,afternoon,14,15,122,Gadget_Enthusiast
77,18,male,low,28,1,143396,1.1,3,serbaguna,beauty,minimalis,Instagram,impulsive,mobile,night,3,17,51,Budget_Shopper
78,20,male,medium,14,2,167640,2.9,3,beauty,gadget,aesthetic,YouTube,planned,mobile,afternoon,5,2,148,Trend_Seeker
79,23,female,low,11,1,222502,1.6,4,gadget,fashion,minimalis,TikTok,impulsive,desktop,night,5,11,121,Budget_Shopper
80,25,male,low,28,2,210775,2.3,4,fashion,serbaguna,sporty,Friends,impulsive,desktop,afternoon,11,17,32,Budget_Shopper
81,21,female,medium,9,2,570571,2.8,5,fashion,beauty,streetwear,TikTok,planned,desktop,afternoon,14,16,145,Trend_Seeker
82,20,male,low,29,1,215421,2.9,3,fashion,serbaguna,minimalis,TikTok,impulsive,mobile,morning,14,1,14,Budget_Shopper
83,22,female,high,18,2,878007,2.7,2,serbaguna,dekor,minimalis,YouTube,needs-based,desktop,afternoon,7,0,122,Gadget_Enthusiast
84,25,male,high,15,2,427712,1.5,2,gadget,serbaguna,minimalis,TikTok,planned,mobile,morning,14,16,102,Gadget_Enthusiast
85,21,male,low,1,1,125880,1.0,3,fashion,dekor,minimalis,Friends,impulsive,desktop,afternoon,11,16,99,Budget_Shopper
86,20,female,low,3,2,190932,2.1,1,serbaguna,fashion,sporty,Instagram,impulsive,desktop,night,4,9,87,Budget_Shopper
87,18,male,high,14,1,1593104,1.6,2,gadget,beauty,sporty,YouTube,planned,mobile,morning,12,12,8,Gadget_Enthusiast
88,27,female,low,17,1,71949,2.5,2,serbaguna,fashion,sporty,Friends,impulsive,desktop,night,14,7,43,Budget_Shopper
89,17,female,medium,6,3,658153,4.3,5,beauty,fashion,aesthetic,TikTok,planned,desktop,night,11,0,58,Trend_Seeker
90,22,male,medium,14,3,781172,4.4,3,dekor,beauty,kawaii,TikTok,impulsive,desktop,night,14,4,89,Trend_Seeker
91,27,female,low,11,2,127709,1.4,2,serbaguna,beauty,sporty,Friends,impulsive,desktop,morning,1,5,54,Budget_Shopper
92,17,female,medium,14,3,467537,3.7,5,beauty,fashion,kawaii,Instagram,planned,desktop,afternoon,3,5,83,Trend_Seeker
93,28,male,high,10,2,650875,3.6,2,serbaguna,dekor,sporty,TikTok,needs-based,desktop,afternoon,3,9,149,Gadget_Enthusiast
94,21,female,medium,4,5,660736,3.4,4,fashion,dekor,kawaii,TikTok,impulsive,mobile,night,4,1,130,Trend_Seeker
95,22,male,medium,11,4,579802,2.2,3,dekor,beauty,kawaii,YouTube,planned,mobile,afternoon,6,15,99,Trend_Seeker
96,18,male,medium,8,5,174071,4.1,3,dekor,beauty,kawaii,Instagram,impulsive,desktop,night,2,17,65,Trend_Seeker
97,27,male,low,19,1,171465,2.6,2,fashion,beauty,sporty,Friends,impulsive,mobile,night,9,5,5,Budget_Shopper
98,29,female,low,26,2,154680,2.8,1,gadget,dekor,sporty,Friends,impulsive,mobile,afternoon,9,12,77,Budget_Shopper
99,23,male,high,15,1,423321,2.9,4,gadget,fashion,sporty,YouTube,planned,desktop,afternoon,13,10,67,Gadget_Enthusiast
100,23,female,high,17,1,1829551,1.8,2,serbaguna,dekor,minimalis,Instagram,needs-based,desktop,night,0,2,51,Gadget_Enthusiast
101,22,female,medium,6,5,625774,2.7,6,beauty,serbaguna,kawaii,Instagram,planned,mobile,night,13,1,113,Trend_Seeker
102,18,female,medium,11,3,517257,2.8,9,fashion,dekor,kawaii,Friends,impulsive,desktop,night,14,13,111,Trend_Seeker
103,18,male,high,18,1,1253499,2.3,4,gadget,serbaguna,sporty,TikTok,planned,desktop,morning,14,4,32,Gadget_Enthusiast
104,29,female,high,17,3,621897,1.6,3,serbaguna,beauty,minimalis,TikTok,planned,desktop,afternoon,11,16,17,Gadget_Enthusiast
105,28,male,medium,4,2,521923,3.1,3,dekor,gadget,aesthetic,Friends,planned,desktop,night,1,14,115,Trend_Seeker
106,27,male,high,15,2,426069,3.2,2,serbaguna,gadget,minimalis,Instagram,planned,mobile,afternoon,2,9,105,Gadget_Enthusiast
107,23,male,low,26,2,244053,2.2,3,fashion,serbaguna,minimalis,TikTok,impulsive,mobile,afternoon,10,12,125,Budget_Shopper
108,22,female,low,22,1,239728,1.5,2,gadget,beauty,sporty,Instagram,impulsive,desktop,night,3,10,66,Budget_Shopper
109,23,male,high,9,3,1262557,1.2,4,gadget,dekor,minimalis,Instagram,planned,desktop,night,4,3,10,Gadget_Enthusiast
110,21,female,low,28,2,172177,2.8,3,serbaguna,gadget,sporty,TikTok,impulsive,desktop,afternoon,5,16,98,Budget_Shopper
111,25,female,high,2,3,1430117,2.7,5,gadget,serbaguna,minimalis,Friends,needs-based,desktop,afternoon,2,12,48,Gadget_Enthusiast
112,16,male,medium,6,3,287541,4.1,6,fashion,gadget,kawaii,Friends,planned,desktop,night,3,16,144,Trend_Seeker
113,20,female,medium,10,2,539678,4.3,8,dekor,gadget,kawaii,TikTok,impulsive,mobile,night,13,10,104,Trend_Seeker
114,23,female,high,3,3,1816012,1.2,3,serbaguna,beauty,sporty,Instagram,planned,desktop,night,9,4,142,Gadget_Enthusiast
115,16,female,high,13,2,1319723,3.1,5,gadget,dekor,minimalis,TikTok,planned,desktop,night,14,4,77,Gadget_Enthusiast
116,22,female,low,11,1,200288,1.9,2,serbaguna,beauty,sporty,Instagram,impulsive,mobile,night,2,16,73,Budget_Shopper
117,23,male,medium,12,5,377645,3.2,7,dekor,gadget,aesthetic,Friends,planned,desktop,night,10,8,80,Trend_Seeker
118,27,male,medium,1,4,485842,4.2,8,fashion,gadget,kawaii,Friends,impulsive,desktop,morning,12,7,15,Trend_Seeker
119,20,female,medium,14,2,585048,4.4,5,fashion,serbaguna,kawaii,YouTube,impulsive,desktop,night,4,4,87,Trend_Seeker
120,24,female,medium,4,3,649097,2.9,4,fashion,beauty,aesthetic,YouTube,impulsive,mobile,night,1,7,76,Trend_Seeker
121,21,female,low,14,2,256118,2.8,1,fashion,beauty,sporty,Instagram,impulsive,mobile,morning,0,14,149,Budget_Shopper
122,22,male,medium,2,4,685534,3.6,5,beauty,gadget,streetwear,Friends,impulsive,desktop,afternoon,2,5,138,Trend_Seeker
123,19,male,high,19,3,1672386,2.0,5,serbaguna,dekor,minimalis,Friends,needs-based,desktop,morning,14,14,37,Gadget_Enthusiast
124,21,female,high,7,2,1507955,2.7,2,serbaguna,beauty,minimalis,YouTube,needs-based,mobile,night,8,0,37,Gadget_Enthusiast
125,26,male,medium,6,5,515821,4.1,7,dekor,serbaguna,aesthetic,YouTube,planned,mobile,morning,9,0,122,Trend_Seeker
126,23,male,medium,4,4,598396,3.4,6,fashion,beauty,aesthetic,YouTube,impulsive,mobile,morning,14,7,9,Trend_Seeker
127,26,male,high,4,3,526108,3.2,3,gadget,beauty,minimalis,YouTube,planned,mobile,night,14,18,40,Gadget_Enthusiast
128,29,female,low,27,1,280169,1.7,3,gadget,beauty,minimalis,TikTok,impulsive,mobile,morning,9,7,42,Budget_Shopper
129,26,male,low,23,2,290773,1.9,2,gadget,beauty,minimalis,YouTube,impulsive,mobile,morning,11,12,108,Budget_Shopper
130,26,female,high,1,2,525885,1.1,5,serbaguna,dekor,minimalis,YouTube,planned,mobile,afternoon,11,11,104,Gadget_Enthusiast
131,16,female,high,5,1,1660527,3.1,3,gadget,fashion,minimalis,TikTok,needs-based,desktop,afternoon,11,8,55,Gadget_Enthusiast
132,22,female,medium,8,3,648716,4.5,5,dekor,fashion,streetwear,TikTok,planned,desktop,night,0,13,105,Trend_Seeker
133,24,female,low,14,2,217316,1.4,3,serbaguna,dekor,minimalis,YouTube,impulsive,desktop,night,0,18,147,Budget_Shopper
134,19,male,high,9,3,730388,3.2,3,serbaguna,dekor,minimalis,Friends,planned,mobile,afternoon,8,8,39,Gadget_Enthusiast
135,17,male,medium,11,3,330760,4.8,9,beauty,serbaguna,kawaii,Friends,planned,desktop,night,10,1,95,Trend_Seeker
136,18,male,medium,11,5,448512,2.1,5,beauty,fashion,streetwear,TikTok,planned,mobile,afternoon,5,6,92,Trend_Seeker
137,25,male,low,29,1,96240,2.2,2,fashion,serbaguna,sporty,TikTok,impulsive,desktop,afternoon,11,17,53,Budget_Shopper
138,21,female,high,9,1,1695302,1.4,3,serbaguna,gadget,minimalis,TikTok,needs-based,mobile,morning,11,7,53,Gadget_Enthusiast
139,26,female,high,13,1,1600454,2.2,4,serbaguna,gadget,minimalis,TikTok,planned,desktop,night,7,18,66,Gadget_Enthusiast
140,29,male,low,29,2,52079,2.2,1,gadget,beauty,minimalis,YouTube,impulsive,desktop,afternoon,7,18,22,Budget_Shopper
141,21,female,medium,3,3,576752,3.4,4,fashion,beauty,streetwear,Instagram,impulsive,mobile,morning,11,16,118,Trend_Seeker
142,22,female,high,4,3,700709,1.5,2,gadget,serbaguna,sporty,Instagram,needs-based,desktop,afternoon,6,2,36,Gadget_Enthusiast
143,16,male,high,19,2,1813897,2.9,5,serbaguna,beauty,minimalis,TikTok,planned,mobile,afternoon,6,17,139,Gadget_Enthusiast
144,26,female,medium,9,2,259575,2.7,9,dekor,serbaguna,kawaii,YouTube,planned,mobile,night,14,7,58,Trend_Seeker
145,27,female,low,5,1,212552,1.4,1,gadget,dekor,sporty,YouTube,impulsive,mobile,morning,14,7,39,Budget_Shopper
146,26,male,medium,14,5,184911,3.8,8,dekor,gadget,streetwear,Instagram,impulsive,mobile,afternoon,3,19,146,Trend_Seeker
147,16,female,medium,2,5,216358,2.0,9,beauty,dekor,streetwear,Instagram,impulsive,mobile,afternoon,6,18,116,Trend_Seeker
148,17,female,high,4,3,1615868,2.9,3,gadget,fashion,sporty,Friends,planned,mobile,afternoon,0,14,15,Gadget_Enthusiast
149,27,female,low,2,1,153145,1.7,3,gadget,serbaguna,sporty,TikTok,impulsive,desktop,morning,3,4,41,Budget_Shopper
150,19,female,medium,2,2,344269,4.6,5,fashion,beauty,aesthetic,Friends,planned,mobile,morning,9,11,28,Trend_Seeker
151,16,female,medium,8,3,406713,5.0,9,dekor,gadget,kawaii,YouTube,impulsive,mobile,afternoon,1,18,18,Trend_Seeker
152,24,female,low,2,2,259416,2.3,3,serbaguna,gadget,minimalis,Instagram,impulsive,mobile,morning,5,10,8,Budget_Shopper
153,20,male,low,29,2,105961,1.3,3,gadget,fashion,minimalis,Instagram,impulsive,desktop,afternoon,10,5,132,Budget_Shopper
154,16,male,high,4,2,723412,2.5,3,serbaguna,dekor,sporty,TikTok,needs-based,desktop,afternoon,4,5,126,Gadget_Enthusiast
155,24,female,high,10,1,1974486,1.4,4,serbaguna,fashion,sporty,YouTube,planned,desktop,afternoon,14,5,102,Gadget_Enthusiast
156,28,male,low,25,1,277595,2.0,2,serbaguna,fashion,sporty,Friends,impulsive,desktop,night,0,13,68,Budget_Shopper
157,19,female,high,11,2,1927937,1.6,2,gadget,dekor,sporty,Instagram,planned,mobile,afternoon,2,10,44,Gadget_Enthusiast
158,18,male,low,17,2,139599,2.4,4,gadget,beauty,minimalis,Friends,impulsive,desktop,night,5,1,59,Budget_Shopper
159,19,female,high,5,2,816366,2.5,3,gadget,dekor,sporty,Friends,needs-based,desktop,night,14,19,85,Gadget_Enthusiast
160,25,female,high,13,3,1570365,1.5,2,gadget,fashion,sporty,Friends,planned,desktop,afternoon,1,8,44,Gadget_Enthusiast
161,22,male,high,11,1,1093264,2.8,2,gadget,serbaguna,sporty,YouTube,planned,desktop,morning,2,2,112,Gadget_Enthusiast
162,20,female,high,6,3,1948459,2.8,4,gadget,beauty,sporty,TikTok,needs-based,desktop,night,11,16,21,Gadget_Enthusiast
163,29,male,medium,7,2,330553,3.6,6,fashion,gadget,kawaii,YouTube,planned,desktop,morning,7,18,12,Trend_Seeker
164,21,female,low,17,1,193326,2.3,2,serbaguna,fashion,minimalis,TikTok,impulsive,desktop,night,7,17,93,Budget_Shopper
165,25,male,low,26,1,127454,1.1,2,fashion,gadget,sporty,Instagram,impulsive,desktop,morning,6,16,30,Budget_Shopper
166,20,female,medium,10,3,468420,2.9,9,beauty,serbaguna,aesthetic,Friends,impulsive,mobile,night,6,8,119,Trend_Seeker
167,17,female,low,18,2,130559,1.8,1,gadget,dekor,sporty,Friends,impulsive,desktop,afternoon,14,19,107,Budget_Shopper
168,17,male,high,3,3,1538189,2.7,2,serbaguna,gadget,minimalis,TikTok,planned,desktop,afternoon,2,4,112,Gadget_Enthusiast
169,24,male,high,17,3,1096358,2.6,3,gadget,beauty,minimalis,YouTube,needs-based,desktop,night,12,17,20,Gadget_Enthusiast
170,17,female,low,2,2,129273,1.0,2,gadget,serbaguna,minimalis,TikTok,impulsive,desktop,morning,13,12,145,Budget_Shopper
171,19,female,medium,3,5,591759,2.2,8,dekor,fashion,kawaii,YouTube,impulsive,mobile,morning,12,16,66,Trend_Seeker
172,24,male,medium,9,5,748260,3.7,6,fashion,gadget,aesthetic,TikTok,planned,desktop,afternoon,9,6,88,Trend_Seeker
173,23,male,high,17,1,1592324,1.3,3,gadget,fashion,sporty,TikTok,needs-based,desktop,morning,13,17,72,Gadget_Enthusiast
174,20,female,low,5,2,213985,1.1,1,fashion,gadget,sporty,YouTube,impulsive,mobile,morning,13,14,77,Budget_Shopper
175,26,male,low,25,1,185566,2.4,4,gadget,dekor,sporty,TikTok,impulsive,mobile,night,9,4,65,Budget_Shopper
176,29,female,low,28,1,95028,1.8,4,gadget,beauty,sporty,Friends,impulsive,mobile,night,7,10,66,Budget_Shopper
177,23,male,high,7,2,958924,4.0,4,gadget,dekor,sporty,Friends,planned,mobile,night,3,18,114,Gadget_Enthusiast
178,25,female,medium,9,3,452186,2.7,3,beauty,fashion,kawaii,YouTube,impulsive,mobile,night,2,5,9,Trend_Seeker
179,18,male,high,15,2,1368452,1.6,2,gadget,serbaguna,sporty,YouTube,planned,mobile,night,3,16,65,Gadget_Enthusiast
180,23,male,medium,2,4,157657,3.5,3,dekor,fashion,kawaii,Friends,impulsive,mobile,afternoon,2,2,17,Trend_Seeker
181,29,female,low,15,1,57287,1.1,4,serbaguna,gadget,minimalis,Friends,impulsive,desktop,afternoon,4,1,15,Budget_Shopper
182,24,female,low,3,2,133560,1.5,1,fashion,beauty,minimalis,YouTube,impulsive,desktop,morning,2,1,80,Budget_Shopper
183,26,female,medium,8,2,244377,4.8,5,beauty,serbaguna,kawaii,Instagram,planned,desktop,night,1,14,42,Trend_Seeker
184,27,male,medium,10,5,285044,3.6,7,beauty,dekor,aesthetic,TikTok,planned,desktop,night,12,4,85,Trend_Seeker
185,18,male,low,13,2,284609,2.0,1,fashion,beauty,sporty,YouTube,impulsive,desktop,afternoon,9,2,60,Budget_Shopper
186,16,male,medium,8,3,161303,3.7,7,dekor,serbaguna,aesthetic,YouTube,planned,desktop,morning,5,18,84,Trend_Seeker
187,28,male,high,16,1,1468199,3.1,4,serbaguna,fashion,sporty,Friends,needs-based,desktop,night,8,9,104,Gadget_Enthusiast
188,25,female,high,7,2,1517850,3.6,2,gadget,fashion,minimalis,Instagram,planned,mobile,morning,8,18,35,Gadget_Enthusiast
189,29,male,high,10,2,971926,3.5,2,serbaguna,beauty,sporty,Friends,needs-based,desktop,afternoon,6,17,104,Gadget_Enthusiast
190,17,female,medium,13,3,276209,3.5,9,fashion,dekor,aesthetic,YouTube,impulsive,desktop,morning,12,13,117,Trend_Seeker
191,23,female,low,8,1,178232,1.5,4,serbaguna,fashion,minimalis,YouTube,impulsive,desktop,night,12,2,74,Budget_Shopper
192,27,female,medium,7,3,750530,3.6,4,fashion,gadget,aesthetic,TikTok,planned,mobile,morning,11,14,41,Trend_Seeker
193,27,male,medium,2,5,758095,4.8,3,fashion,serbaguna,aesthetic,YouTube,planned,mobile,night,5,16,142,Trend_Seeker
194,28,male,high,18,2,1172800,3.6,5,serbaguna,gadget,sporty,Instagram,planned,mobile,morning,11,3,129,Gadget_Enthusiast
195,18,female,low,29,1,77083,1.0,2,serbaguna,gadget,sporty,Friends,impulsive,mobile,night,10,1,33,Budget_Shopper
196,22,female,low,3,1,173395,1.9,3,serbaguna,dekor,sporty,Friends,impulsive,mobile,morning,12,10,120,Budget_Shopper
197,26,female,medium,14,3,594191,2.7,5,dekor,gadget,streetwear,Instagram,planned,mobile,morning,2,16,130,Trend_Seeker
198,26,male,medium,13,5,374695,4.8,7,dekor,gadget,streetwear,Instagram,impulsive,mobile,afternoon,3,5,135,Trend_Seeker
199,18,male,high,6,2,1062784,1.7,2,gadget,serbaguna,sporty,Instagram,needs-based,desktop,morning,0,11,22,Gadget_Enthusiast
200,16,male,high,8,3,831374,1.5,2,serbaguna,beauty,minimalis,YouTube,planned,mobile,morning,12,7,83,Gadget_Enthusiast
201,28,female,low,18,2,132970,2.5,3,serbaguna,fashion,sporty,Friends,impulsive,desktop,night,11,2,50,Budget_Shopper
202,27,female,medium,14,3,480904,3.8,8,beauty,dekor,streetwear,TikTok,planned,mobile,morning,3,3,13,Trend_Seeker
